subject,site,cond,window,tmin,tmax,A1,gamma1,f1,A2,gamma2,f2,R2,RMSE_uV,n_eeg,n_roi,roi_ok,roi_names,agg,file,evoked_comment,fit_valid,fit_issues
02,ppc,active,15-80ms,0.015,0.08,0.776114510237191,88.83314910977356,19.75691394842694,-0.26352670649867016,20.000000000000018,54.491823948202054,0.6483800435893587,0.07299023973886,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-02_PPC_active_ave.fif,PPC_active,True,
02,ppc,sham,15-80ms,0.015,0.08,0.806407357580542,91.84812496889285,21.67690916242902,0.4838444145483252,45.755042387089404,118.78686211599003,0.5174632479601988,0.0855053384865604,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-02_PPC_sham_ave.fif,PPC_sham,True,
03,dlpfc,active,15-80ms,0.015,0.08,0.21808295067848052,50.00000000000001,14.367868641279916,0.2984495984582765,20.000000000000004,61.838791948737274,0.7127010881906801,0.06597737351014418,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-03_DLPFC_active_ave.fif,DLPFC_active,True,
03,dlpfc,sham,15-80ms,0.015,0.08,0.10000000000000002,299.99999999999994,24.999999999999996,0.30038437611274643,20.000000000000004,53.87652377502759,0.5753711316537414,0.0802107893772746,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-03_DLPFC_sham_ave.fif,DLPFC_sham,True,
03,m1,active,15-80ms,0.015,0.08,0.4344621241683661,72.4507620354329,19.137737009876144,-0.22258566149077894,20.000000000000004,52.98640747690732,0.45034054125480383,0.09125882761333166,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-03_M1_active_ave.fif,M1_active,True,
03,m1,sham,15-80ms,0.015,0.08,0.44829309211384427,77.17568240119466,18.571979182177795,-0.21794800048580168,20.000000000044512,52.911000561385094,0.4292709480070318,0.09299145056772683,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-03_M1_sham_ave.fif,M1_sham,True,
03,ppc,active,15-80ms,0.015,0.08,0.5420314920754307,80.99685946849618,19.387867979133983,-0.24041470689205138,20.000000000111015,53.35523747525142,0.5177468876887512,0.08548020436368022,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-03_PPC_active_ave.fif,PPC_active,True,
03,ppc,sham,15-80ms,0.015,0.08,0.41246825866037484,68.19682855455254,19.449775834180137,-0.21064809993407177,20.000000000000004,52.82711105142428,0.4211212447780195,0.09365303108092575,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-03_PPC_sham_ave.fif,PPC_sham,True,
04,dlpfc,active,15-80ms,0.015,0.08,0.5924608730275683,65.0538399743307,15.514051507494974,0.25507995518675775,20.000000000000004,60.01163750043382,0.8184656254816658,0.05244540805483468,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-04_DLPFC_active_ave.fif,DLPFC_active,True,
04,dlpfc,sham,15-80ms,0.015,0.08,0.4058399702851053,50.00000000000001,13.295007444721634,0.264510495969136,23.427314180142492,56.784500380301594,0.6937238973549973,0.06812156053539445,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-04_DLPFC_sham_ave.fif,DLPFC_sham,True,
04,m1,active,15-80ms,0.015,0.08,0.41889920609301723,70.46938499814361,19.17951447792272,-0.22194314827318742,20.000000000000004,52.96128329389784,0.44801180015545383,0.09145194133210398,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-04_M1_active_ave.fif,M1_active,True,
04,m1,sham,15-80ms,0.015,0.08,0.3868898340203452,70.52630806097737,18.733212529100584,-0.21449402006946755,20.00000000002088,52.82179058621127,0.41255908703459143,0.09434309669193706,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-04_M1_sham_ave.fif,M1_sham,True,
04,ppc,active,15-80ms,0.015,0.08,0.4513787922386136,75.37868778940609,19.54181584797303,-0.24078806831012875,20.000000000000004,53.21911842860668,0.5006550639673097,0.08698179329112064,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-04_PPC_active_ave.fif,PPC_active,True,
04,ppc,sham,15-80ms,0.015,0.08,0.4508428389217702,107.19894657456383,24.999999999999986,0.29203808292040606,20.00000000045296,62.44934401045131,0.5564616873573796,0.08197729846908137,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-04_PPC_sham_ave.fif,PPC_sham,True,
05,dlpfc,active,15-80ms,0.015,0.08,0.407570939800039,50.00000000000001,14.936605441735278,0.2666963717863659,20.000000000000004,57.16501680859268,0.7803189909083466,0.05769315503381362,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-05_DLPFC_active_ave.fif,DLPFC_active,True,
05,dlpfc,sham,15-80ms,0.015,0.08,0.7853079166682229,112.05612224794515,23.254978534866506,0.26528917499744953,20.000000000000046,62.01695238431135,0.5145698163174739,0.08576131285769789,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-05_DLPFC_sham_ave.fif,DLPFC_sham,True,
05,m1,active,15-80ms,0.015,0.08,0.545611811277025,80.20283785509717,19.780570684395197,-0.24098518004812816,20.00000000001207,53.35333451105546,0.5232615631050404,0.084990056182655,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-05_M1_active_ave.fif,M1_active,True,
05,m1,sham,15-80ms,0.015,0.08,0.9524079116718449,98.39510779810801,23.9214732387899,-0.5714447470031069,44.59264991565905,110.55500359543485,0.860179776919072,0.04602703801572537,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-05_M1_sham_ave.fif,M1_sham,True,
05,ppc,active,15-80ms,0.015,0.08,0.5293624409624343,80.73611234762134,19.28874810604689,-0.23821669790482317,20.00000000000233,53.30957967134893,0.5071400840138585,0.0864151287949395,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-05_PPC_active_ave.fif,PPC_active,True,
05,ppc,sham,15-80ms,0.015,0.08,0.7796370277342047,88.03157449327722,19.67458290790323,-0.2575309211390049,20.000000000000018,54.26290036112296,0.6345625083389015,0.0744105616955037,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-05_PPC_sham_ave.fif,PPC_sham,True,
06,dlpfc,active,15-80ms,0.015,0.08,0.8648219667438424,129.04612162427136,24.54270990676683,-0.5188931800758634,42.18402794583287,104.31035303148161,0.670114151054316,0.07069844721474416,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-06_DLPFC_active_ave.fif,DLPFC_active,True,
06,dlpfc,sham,15-80ms,0.015,0.08,0.8796779470204371,81.89102303330215,16.200445147332633,0.5278067682123024,49.65291048845477,114.72251622326935,0.6268283494667668,0.07519385558126311,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-06_DLPFC_sham_ave.fif,DLPFC_sham,True,
