subject,site,cond,window,tmin,tmax,A1,gamma1,f1,A2,gamma2,f2,R2,RMSE_uV,n_eeg,n_roi,roi_ok,roi_names,agg,file,evoked_comment,fit_valid,fit_issues,mi_early_late_bits,bins_early,bins_late,resample_n
8,ppc,active,late,0.08,0.2,-0.0524553873546487,14.99999999999982,5.086319457196977,-0.6121671469932667,12.64433159917463,61.450204498081376,0.9229450216902249,0.0252352531716355,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-08_PPC_active_ave.fif,PPC_active,False,A1 non-trivial,0.5904837699841616,8,8,128
8,ppc,sham,late,0.08,0.2,0.0669671546556549,14.99999999991764,4.801377583360729,0.5862022186096999,12.187718591154493,61.21413979415192,0.9425265703099304,0.0217941969865599,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-08_PPC_sham_ave.fif,PPC_sham,False,A1 non-trivial,0.6273514359714317,9,8,128
9,dlpfc,active,late,0.08,0.2,0.0151294931869091,4.776330726082793,9.312269941904136,0.5694752175352716,11.762307420632409,60.78800313806967,0.9697960613155916,0.0157993458092502,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-09_DLPFC_active_ave.fif,DLPFC_active,False,A1 non-trivial,0.6254301004066871,17,8,128
9,dlpfc,sham,late,0.08,0.2,0.0923977378929972,14.999999999999998,4.615558923318033,0.6414629656306731,13.212102116513964,61.54641454690938,0.907021767776472,0.0277203019903358,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-09_DLPFC_sham_ave.fif,DLPFC_sham,False,A1 non-trivial,0.5363818164473093,8,8,128
9,m1,active,late,0.08,0.2,0.1089029367327832,14.999999999999996,4.470982508401202,0.5909321902335607,12.332672164887835,61.2245993046082,0.9429167493509928,0.0217200921295127,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-09_M1_active_ave.fif,M1_active,True,,0.6630212433186231,9,8,128
9,m1,sham,late,0.08,0.2,-0.0180314185684415,4.15733548597442,4.249271938949599,-0.5879029460531414,12.19443983798749,61.17076916131573,0.9469580620491674,0.0209371230978184,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-09_M1_sham_ave.fif,M1_sham,False,A1 non-trivial,0.7014056859527912,9,8,128
9,ppc,active,late,0.08,0.2,-0.0781664314905461,14.999999999999998,4.797563875149091,-0.5778146650860557,11.957296319986066,60.87812271601054,0.967362567759776,0.0164234845569658,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-09_PPC_active_ave.fif,PPC_active,False,A1 non-trivial,0.8466802681558708,10,8,128
9,ppc,sham,late,0.08,0.2,0.0672731169129453,14.99999999999836,4.944090501285019,0.5906561535440354,12.24700946131694,61.208050732158696,0.9429405492576464,0.0217155637428799,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-09_PPC_sham_ave.fif,PPC_sham,False,A1 non-trivial,0.6856815806327171,9,8,128
10,dlpfc,active,late,0.08,0.2,-0.061480558154796,4.5085149454774704,4.000000000000001,-0.5468132072326848,11.830607609132578,60.94458575052201,0.9631718709776476,0.0174460512065221,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-10_DLPFC_active_ave.fif,DLPFC_active,False,A1 non-trivial,0.6535945979508242,13,9,128
10,dlpfc,sham,late,0.08,0.2,0.236486042677759,11.775030068594312,4.000000000000007,-0.4727553800733067,10.757734986228767,61.019140043248335,0.9378400785484068,0.0226653559240909,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-10_DLPFC_sham_ave.fif,DLPFC_sham,True,,0.6614707033966314,10,8,128
10,m1,active,late,0.08,0.2,0.0981684515813364,14.99999999999851,4.580448398338342,0.5856601625042995,12.250705769629883,61.265907076530524,0.938959080149332,0.0224604187861564,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-10_M1_active_ave.fif,M1_active,False,A1 non-trivial,0.7429134438664602,9,8,128
10,m1,sham,late,0.08,0.2,0.057647396522175,9.570492941021458,4.3217849710916685,0.587669964834824,12.253879486461887,61.18025957704283,0.9482738247324844,0.0206758083723212,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-10_M1_sham_ave.fif,M1_sham,False,A1 non-trivial,0.7273425846668088,9,8,128
10,ppc,active,late,0.08,0.2,-0.0211334302896311,1.0000000000003504,5.976017054946792,0.5237685540760285,11.67919797925462,58.40345903307104,0.9130434825182632,0.0268076277371568,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-10_PPC_active_ave.fif,PPC_active,False,A1 non-trivial,0.7246572395832789,13,9,128
10,ppc,sham,late,0.08,0.2,0.0575184831383317,14.99999999999788,4.805687349950107,0.5891557438827922,12.225506066521168,61.21933284421006,0.941623333741454,0.0219647851644081,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-10_PPC_sham_ave.fif,PPC_sham,False,A1 non-trivial,0.7231431739202246,9,8,128
11,dlpfc,active,late,0.08,0.2,-0.0311838086395554,7.302132529462911,7.563782537516629,-0.5609517540357376,11.621057783456514,60.60078595388476,0.9798497984837355,0.0129046732257539,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-11_DLPFC_active_ave.fif,DLPFC_active,False,A1 non-trivial,0.6259333383841925,9,8,128
11,dlpfc,sham,late,0.08,0.2,0.1041823763268655,1.411569913871639,7.190861268476326,-0.3566527625476334,10.996601339808953,59.855775463501615,0.9864363038236984,0.0105875711391949,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-11_DLPFC_sham_ave.fif,DLPFC_sham,True,,0.8912608020230256,8,8,128
11,m1,active,late,0.08,0.2,-0.0355690219873767,6.978832799836667,4.226599276693312,-0.5874006059116614,12.241869666047489,61.21869400273594,0.944122905104208,0.0214893967516054,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-11_M1_active_ave.fif,M1_active,False,A1 non-trivial,0.7602195360621683,9,8,128
11,m1,sham,late,0.08,0.2,-0.0264558832372665,3.209924582153296,4.000000000000147,-0.593322760596117,12.367436216697923,61.25074310224096,0.9430457108021856,0.0216955434363165,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-11_M1_sham_ave.fif,M1_sham,False,A1 non-trivial,0.7216465396253667,9,8,128
11,ppc,active,late,0.08,0.2,0.020460011254378,1.000000000000057,4.023397117713578,0.6430018099363275,13.442925618738329,62.02094796382834,0.8800169035748616,0.0314896147696867,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-11_PPC_active_ave.fif,PPC_active,False,A1 non-trivial,0.7474467552451923,10,8,128
11,ppc,sham,late,0.08,0.2,0.0441801653658803,14.999999999999998,11.539921708533166,-0.6003145275595355,12.376618949799406,61.25530860573152,0.939445826953665,0.0223706886614334,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-11_PPC_sham_ave.fif,PPC_sham,False,A1 non-trivial,0.6446377297878552,9,8,128
12,dlpfc,active,late,0.08,0.2,0.0715055308878678,7.972621157938991,7.298619121938596,0.5626259709147771,11.813440923745892,60.776194063275256,0.967497071268206,0.0163896078583211,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-12_DLPFC_active_ave.fif,DLPFC_active,False,A1 non-trivial,0.8867515776957574,11,8,128
12,dlpfc,sham,late,0.08,0.2,0.1384891338378555,14.999999999999998,7.951608823489455,0.5860933419666198,12.12759528421202,60.957303155018,0.9581802330900924,0.018590801714499,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-12_DLPFC_sham_ave.fif,DLPFC_sham,True,,0.7900176054956024,12,8,128
12,m1,active,late,0.08,0.2,-0.0177312042134201,1.0000000000000089,4.000000000000001,-0.5638682941284648,11.817196200846924,60.960676484315805,0.961471010156916,0.0178443661613423,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-12_M1_active_ave.fif,M1_active,False,A1 non-trivial,0.5062193379329089,9,8,128
12,m1,sham,late,0.08,0.2,0.0050479713026882,1.0000000000016012,4.343474655833757,0.5851682213924486,12.11563122846818,61.141170057100815,0.946054209503424,0.0211147573834994,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-12_M1_sham_ave.fif,M1_sham,False,A1 non-trivial,0.658051648503862,9,8,128
12,ppc,active,late,0.08,0.2,0.0915175210940858,14.999999999999991,10.4952960628183,-0.6555593882964845,13.581456868918815,61.86002251601002,0.8849690528610379,0.0308329204703933,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-12_PPC_active_ave.fif,PPC_active,False,A1 non-trivial,0.592952826448541,8,8,128
12,ppc,sham,late,0.08,0.2,0.0427536268926751,14.999999999999998,7.629352289360923,0.5574669210365083,11.616148711843216,60.8336133703452,0.9593117287037444,0.0183375763111727,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-12_PPC_sham_ave.fif,PPC_sham,False,A1 non-trivial,0.6536082970079063,10,8,128
13,dlpfc,active,late,0.08,0.2,0.0759539224337685,7.704566051238413,4.000000000000001,0.5460523552878516,11.627102537000836,60.66620363682401,0.979842840748147,0.0129069009839895,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-13_DLPFC_active_ave.fif,DLPFC_active,False,A1 non-trivial,0.5938119386101447,9,10,128
13,dlpfc,sham,late,0.08,0.2,-0.388165477595974,8.923220698662826,4.000000000000001,-0.2380457061231877,11.142523831978844,60.20942948149305,0.9704724697611534,0.0156214332107185,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-13_DLPFC_sham_ave.fif,DLPFC_sham,True,,0.7229556840034818,8,13,128
13,m1,active,late,0.08,0.2,0.0108726073811911,1.000000000000158,6.743901100223482,-0.5922554450148446,12.287185036311522,61.23378574110114,0.9384377065317386,0.022556136303071,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-13_M1_active_ave.fif,M1_active,False,A1 non-trivial,0.4749643463225783,8,8,128
13,m1,sham,late,0.08,0.2,0.1068122946734376,8.056912675872278,4.048725095490721,0.5656092145473609,12.22683845041613,61.18103141432899,0.960791246502424,0.0180010912208904,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-13_M1_sham_ave.fif,M1_sham,True,,0.6712908669496103,9,8,128
13,ppc,active,late,0.08,0.2,-0.0121048502190387,1.0000000000000002,4.107976383821942,-0.5998318547905706,12.448979227199,61.35486387478683,0.9307673132561918,0.0239200954198247,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-13_PPC_active_ave.fif,PPC_active,False,A1 non-trivial,0.5876048913108415,8,8,128
13,ppc,sham,late,0.08,0.2,0.0083534502310895,1.000000000034594,4.341978403318725,0.6150779525639575,12.677043247173508,61.44565590164606,0.9237268355542176,0.0251069060426115,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-13_PPC_sham_ave.fif,PPC_sham,False,A1 non-trivial,0.7236934849479894,9,8,128
14,dlpfc,active,late,0.08,0.2,0.0289917430496222,3.348072178162284,4.000000000000001,0.5578139743643193,11.687027281143688,60.582684994814464,0.980654250462938,0.0126444544207415,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-14_DLPFC_active_ave.fif,DLPFC_active,False,A1 non-trivial,0.4643144326648412,8,8,128
14,dlpfc,sham,late,0.08,0.2,-0.0362117006105747,2.335463985936069,6.608517256018712,0.6808597596442694,14.058796681467244,58.86841012622375,0.9278254536633804,0.0244230189389687,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-14_DLPFC_sham_ave.fif,DLPFC_sham,False,A1 non-trivial,0.6886545919230284,10,8,128
14,m1,active,late,0.08,0.2,-0.2464942662270187,13.17412215463785,9.10052745890606,-0.5076942275591771,11.33704152091342,60.59687744623785,0.977823976881093,0.0135378328531588,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-14_M1_active_ave.fif,M1_active,True,,0.6690332233544684,12,8,128
14,m1,sham,late,0.08,0.2,0.0102980529892244,1.0000000000000338,4.096443028341127,0.593015040668495,12.287309049225245,61.24733907707369,0.9407298632812952,0.0221322353301521,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-14_M1_sham_ave.fif,M1_sham,False,A1 non-trivial,0.683099696280372,9,8,128
14,ppc,active,late,0.08,0.2,0.0571718437895727,14.999999999999998,5.174820356628641,0.6096406094350659,12.589503212004145,61.40541720683028,0.9267534944772532,0.0246037196562184,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-14_PPC_active_ave.fif,PPC_active,False,A1 non-trivial,0.6371877565143278,8,8,128
14,ppc,sham,late,0.08,0.2,-0.0530924282620729,14.999999999994309,4.942979471677734,-0.6107401058039036,12.624845687083898,61.44205138858715,0.9236911385612944,0.0251127805609613,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-14_PPC_sham_ave.fif,PPC_sham,False,A1 non-trivial,0.6422861700165592,9,8,128
15,dlpfc,active,late,0.08,0.2,0.0594763853743735,10.99306725343836,7.142480788385458,0.5887434707210404,12.123831258481792,61.03747686069568,0.9576610425401374,0.0187058477321851,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-15_DLPFC_active_ave.fif,DLPFC_active,False,A1 non-trivial,0.7394984771120826,16,8,128
15,dlpfc,sham,late,0.08,0.2,0.2574980622870313,5.825967220964841,4.000000000000001,0.2807202758385071,12.604270868264038,60.0476958602434,0.9619276037381068,0.0177383173674565,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-15_DLPFC_sham_ave.fif,DLPFC_sham,True,,0.5882251563357854,8,8,128
15,m1,active,late,0.08,0.2,-0.033442486137936,2.2899643178321014,4.000000000000001,-0.5680367749748014,12.12346450041304,61.27842128310908,0.9370486490129204,0.0228091889187056,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-15_M1_active_ave.fif,M1_active,False,A1 non-trivial,0.6158211633129895,9,8,128
15,m1,sham,late,0.08,0.2,-0.0128413507081442,1.0000000000000002,4.072871815804827,-0.587015865863997,12.238495988227353,61.26164740896678,0.9363090616565176,0.0229427851694517,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-15_M1_sham_ave.fif,M1_sham,False,A1 non-trivial,0.6871677647962984,9,8,128
15,ppc,active,late,0.08,0.2,0.0076122077894989,1.000000000691014,4.511240456227981,0.6315377918930495,13.000926298699984,61.655465659325465,0.905620460012819,0.0279284120267294,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-15_PPC_active_ave.fif,PPC_active,False,A1 non-trivial,0.5823765551206674,8,8,128
15,ppc,sham,late,0.08,0.2,0.0506693329772322,8.074567250041284,4.157083698596687,0.5638656229753829,11.82496637782267,60.903849824639885,0.9654234332477364,0.01690434115998,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-15_PPC_sham_ave.fif,PPC_sham,False,A1 non-trivial,0.7744803420954516,9,8,128
16,dlpfc,active,late,0.08,0.2,0.0093475529747624,1.0000000000000002,6.385700289202501,-0.5479506918495288,11.430508868104052,60.136638730603615,0.9942672409672068,0.006883180502531,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-16_DLPFC_active_ave.fif,DLPFC_active,False,A1 non-trivial,0.5340613816169711,12,8,128
16,dlpfc,sham,late,0.08,0.2,0.1607218209155669,5.943296627103987,4.000000000000001,0.4539481127015901,11.533584275674436,60.62504980658292,0.9702436561641749,0.0156818429089122,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-16_DLPFC_sham_ave.fif,DLPFC_sham,True,,0.6424904957003403,9,8,128
16,m1,active,late,0.08,0.2,0.0475676775395658,7.714000975241602,7.543981285125972,0.6005587648684704,12.357463536627405,61.17976877185378,0.9459514676481188,0.0211348547571621,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-16_M1_active_ave.fif,M1_active,False,A1 non-trivial,0.6120433249447006,9,8,128
16,m1,sham,late,0.08,0.2,-0.0103806175717964,1.0000000000000004,4.000000000016547,-0.6103411192566003,12.610524256031956,61.41000463750427,0.9267015147994612,0.0246124481723339,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-16_M1_sham_ave.fif,M1_sham,False,A1 non-trivial,0.6806881211295096,9,8,128
16,ppc,active,late,0.08,0.2,0.0110415534676553,1.0000000000000218,5.709366043284867,-0.5757163723968679,12.281619941220727,58.69944450112586,0.945093694875056,0.0213019040648841,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-16_PPC_active_ave.fif,PPC_active,False,A1 non-trivial,0.5815074829061415,13,8,128
16,ppc,sham,late,0.08,0.2,-0.0090040316348499,1.0000000000000009,4.297510565414737,-0.614201050106203,12.668956927847834,61.45222121219935,0.9237765195990671,0.0250987274396844,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-16_PPC_sham_ave.fif,PPC_sham,False,A1 non-trivial,0.6892162151617036,9,8,128
17,dlpfc,active,late,0.08,0.2,0.0451446969596794,1.0000000000000002,7.740854232295459,-0.5581559824196399,12.20224709736816,60.80604731204739,0.9593766463170936,0.0183229417880095,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-17_DLPFC_active_ave.fif,DLPFC_active,False,A1 non-trivial,0.6620646408818169,10,8,128
17,dlpfc,sham,late,0.08,0.2,-0.0499205933966468,14.999999999999998,11.89402039828957,0.5782793485213821,11.967517162299568,60.99013294881197,0.9562722104768254,0.0190101733373879,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-17_DLPFC_sham_ave.fif,DLPFC_sham,False,A1 non-trivial,0.8816797038253784,14,9,128
17,m1,active,late,0.08,0.2,-0.01757276562252,1.0000000000177822,4.000000000000001,-0.5990329684745822,12.49149348166211,61.39199969106526,0.9300320875178628,0.0240467713147849,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-17_M1_active_ave.fif,M1_active,False,A1 non-trivial,0.7272431046040427,9,8,128
17,m1,sham,late,0.08,0.2,0.0066700269646492,1.0000000000000535,4.360438629619922,0.5966753956299464,12.289022636697032,61.15548886971257,0.94671509825699,0.0209850205822642,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-17_M1_sham_ave.fif,M1_sham,False,A1 non-trivial,0.6707787542966916,9,8,128
17,ppc,active,late,0.08,0.2,-0.0076685595689915,1.0000000000001097,4.4450708987221486,-0.6194600238760638,12.75308400376541,61.48851394533648,0.9201643085883792,0.025686554900464,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-17_PPC_active_ave.fif,PPC_active,False,A1 non-trivial,0.5416490760173134,8,8,128
17,ppc,sham,late,0.08,0.2,0.0094691648229232,1.0000000000000469,4.314529053474312,0.6181105212871543,12.73931015472516,61.48159373293137,0.921512013901216,0.0254688249084356,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-17_PPC_sham_ave.fif,PPC_sham,False,A1 non-trivial,0.7213888686240304,9,8,128
18,dlpfc,active,late,0.08,0.2,-0.1712276877794241,10.66269383127897,9.781313408001546,-0.5095481031079855,11.322060228229098,60.19427141882914,0.978469751136055,0.0133392631372834,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-18_DLPFC_active_ave.fif,DLPFC_active,True,,0.7490523707003435,11,8,128
18,dlpfc,sham,late,0.08,0.2,0.0123369933597626,1.000000000050126,4.1965981615128,0.6327515483306427,13.051976855259165,61.72979163613063,0.9070174465760454,0.0277209461388972,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-18_DLPFC_sham_ave.fif,DLPFC_sham,False,A1 non-trivial,0.7143357969702679,11,8,128
18,m1,active,late,0.08,0.2,0.0992808271137162,9.669130838661816,4.134359102613732,0.5603885424150528,12.00587428559551,61.16643915315476,0.9518702249465104,0.0199440902531798,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-18_M1_active_ave.fif,M1_active,False,A1 non-trivial,0.7080643920358746,9,8,128
18,m1,sham,late,0.08,0.2,0.0161494638455311,1.0000000000000178,4.046119582322126,0.6054060043322781,12.601928001140433,61.47547267097328,0.924011507613362,0.0250600093652499,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-18_M1_sham_ave.fif,M1_sham,False,A1 non-trivial,0.723014956726084,9,8,128
18,ppc,active,late,0.08,0.2,-0.0512391974928358,14.999999999999998,10.898867802425292,0.595168457444101,12.32416839866178,61.260770447871394,0.9395889620476142,0.0223442336303107,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-18_PPC_active_ave.fif,PPC_active,False,A1 non-trivial,0.7092334571441354,9,8,128
18,ppc,sham,late,0.08,0.2,-0.0605491844996435,14.999999999999998,5.158809802562011,-0.5916336147513207,12.231296436005213,61.17018298404943,0.9464238434081448,0.0210422944021042,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-18_PPC_sham_ave.fif,PPC_sham,False,A1 non-trivial,0.7148478707266408,9,8,128
19,dlpfc,active,late,0.08,0.2,-0.0964988347869254,1.0000000000000002,6.4737623165738,0.5282228039776461,14.99999999999844,58.56705102552364,0.9064134425561134,0.0278108364418621,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-19_DLPFC_active_ave.fif,DLPFC_active,False,A1 non-trivial,0.7655578438925161,10,9,128
19,dlpfc,sham,late,0.08,0.2,-0.0774928054878356,3.337269491227329,7.3421287349274,0.5060503744190993,11.609034772879673,60.04030791029105,0.9891288925795874,0.0094786002653027,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-19_DLPFC_sham_ave.fif,DLPFC_sham,False,A1 non-trivial,0.6669989933120172,9,8,128
19,m1,active,late,0.08,0.2,0.0302199608947788,1.0000000000000002,7.175082002067983,-0.5505619450150727,11.743843834866825,60.82102293986316,0.9702987775064196,0.0156673114712362,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-19_M1_active_ave.fif,M1_active,False,A1 non-trivial,0.6520728992171649,10,8,128
19,m1,sham,late,0.08,0.2,-0.0654888011982785,3.595265808037393,7.142771139607135,-0.5710831237432684,12.330135809601677,61.2761964445749,0.9457571434017904,0.0211728144353408,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-19_M1_sham_ave.fif,M1_sham,False,A1 non-trivial,0.5370176963173292,9,8,128
19,ppc,active,late,0.08,0.2,-0.0084828284216431,1.0000000000000613,4.342510871067627,-0.6127214889139848,12.632666282278402,61.42129049132909,0.925959362501714,0.0247367357406062,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-19_PPC_active_ave.fif,PPC_active,False,A1 non-trivial,0.6302775163782925,8,8,128
19,ppc,sham,late,0.08,0.2,-0.0868085753264501,14.99999999999998,4.650662674434275,-0.5910712268902324,12.2938311249762,61.22415035887849,0.9420005568495126,0.0218937032265133,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-19_PPC_sham_ave.fif,PPC_sham,False,A1 non-trivial,0.6661674188123246,9,8,128
20,dlpfc,active,late,0.08,0.2,-0.1391320468323229,5.129278022072033,4.000000000000001,-0.4654600499259532,11.627029112192096,60.51714107001858,0.970121215712458,0.0157140733605123,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-20_DLPFC_active_ave.fif,DLPFC_active,True,,1.556357446971601,9,8,128
20,dlpfc,sham,late,0.08,0.2,0.0357802264040166,1.0000000000000002,6.836826912149895,-0.5834628821499078,12.450905053624496,61.087944520380205,0.947523751822194,0.0208251771066061,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-20_DLPFC_sham_ave.fif,DLPFC_sham,False,A1 non-trivial,0.7098612652637406,10,8,128
20,m1,active,late,0.08,0.2,0.0304118334594784,2.528582776140777,4.000000000000001,0.5814416741501122,12.272211720538865,61.28458960401115,0.9387098279221844,0.0225062290891061,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-20_M1_active_ave.fif,M1_active,False,A1 non-trivial,0.6302442034490463,9,8,128
20,m1,sham,late,0.08,0.2,-0.0096098883702467,1.0000000000000009,11.935516958749956,0.5792759765165988,11.9784629197713,60.94725134335762,0.9588732082099916,0.0184361286955945,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-20_M1_sham_ave.fif,M1_sham,False,A1 non-trivial,0.8126790862193941,10,8,128
20,ppc,active,late,0.08,0.2,0.0075985411609768,1.0000000000002087,4.325425337676637,0.6145037756412286,12.65138206630217,61.39546045564354,0.9261678305789732,0.0247018869406532,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-20_PPC_active_ave.fif,PPC_active,False,A1 non-trivial,0.6831785042545158,8,8,128
20,ppc,sham,late,0.08,0.2,-0.1314034014548964,2.2983659969456807,7.333726925093927,0.3032578406827248,11.485511868999428,60.621097767904764,0.9450457870753904,0.0213111953915826,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-20_PPC_sham_ave.fif,PPC_sham,True,,0.7104315150531016,9,8,128
